Term , Document , Weight
accommodate , 245 , 1.0
accommodate , 298 , 1.0
predominantly , 303 , 1.0
predominantly , 641 , 1.0
sheppard , 735 , 1.0
tune , 911 , 1.0
andpockets , 1146 , 1.0
probabilitythat , 519 , 1.0
printer , 848 , 1.0
printer , 880 , 1.0
printer , 1073 , 1.0
printer , 1252 , 1.0
puzzlement , 1245 , 1.0
species , 335 , 1.0
species , 21 , 1.0
species , 173 , 1.0
species , 1332 , 3.0
species , 700 , 1.0
acquisition , 974 , 1.0
acquisition , 193 , 1.0
acquisition , 12 , 1.0
acquisition , 1060 , 1.0
acquisition , 1020 , 1.0
acquisition , 250 , 2.0
acquisition , 1057 , 1.0
acquisition , 884 , 1.0
acquisition , 336 , 1.0
acquisition , 1425 , 1.0
acquisition , 192 , 1.0
acquisition , 341 , 1.0
acquisition , 1052 , 2.0
acquisition , 1170 , 1.0
acquisition , 360 , 1.0
acquisition , 17 , 1.0
acquisition , 1450 , 1.0
acquisition , 1449 , 1.0
acquisition , 922 , 1.0
acquisition , 352 , 2.0
acquisition , 1253 , 1.0
acquisition , 305 , 1.0
acquisition , 779 , 1.0
cells , 1083 , 1.0
cells , 1082 , 1.0
formalchannels , 398 , 2.0
lists , 862 , 1.0
lists , 732 , 1.0
lists , 1001 , 2.0
lists , 504 , 1.0
lists , 825 , 1.0
lists , 262 , 1.0
lists , 1028 , 1.0
lists , 661 , 1.0
lists , 79 , 4.0
lists , 1415 , 2.0
lists , 219 , 1.0
lists , 190 , 1.0
lists , 1381 , 2.0
lists , 1055 , 1.0
lists , 247 , 1.0
lists , 551 , 2.0
lists , 1059 , 1.0
lists , 211 , 1.0
lists , 342 , 1.0
lists , 757 , 4.0
lists , 1090 , 1.0
lists , 669 , 1.0
lists , 543 , 1.0
lists , 176 , 1.0
down , 158 , 1.0
down , 291 , 1.0
down , 393 , 1.0
down , 379 , 1.0
down , 954 , 1.0
down , 506 , 1.0
down , 160 , 1.0
down , 838 , 1.0
down , 150 , 1.0
67 , 197 , 1.0
67 , 851 , 1.0
serial , 205 , 6.0
serial , 541 , 3.0
serial , 1278 , 1.0
serial , 1003 , 1.0
serial , 40 , 1.0
serial , 904 , 4.0
serial , 877 , 1.0
serial , 865 , 2.0
serial , 253 , 1.0
serial , 1436 , 4.0
serial , 192 , 2.0
serial , 1324 , 1.0
serial , 195 , 2.0
serial , 371 , 1.0
serial , 922 , 2.0
serial , 551 , 1.0
serial , 766 , 2.0
serial , 543 , 1.0
lister , 197 , 1.0
lister , 547 , 1.0
socialstructures , 1333 , 1.0
elements , 34 , 1.0
elements , 768 , 1.0
elements , 1035 , 1.0
elements , 1249 , 1.0
elements , 993 , 1.0
elements , 175 , 1.0
elements , 450 , 1.0
elements , 604 , 1.0
elements , 504 , 1.0
elements , 1091 , 1.0
elements , 650 , 2.0
elements , 346 , 1.0
elements , 919 , 1.0
elements , 617 , 1.0
elements , 736 , 1.0
elements , 1415 , 1.0
elements , 1152 , 1.0
elements , 1037 , 2.0
elements , 490 , 1.0
elements , 853 , 1.0
elements , 1230 , 1.0
elements , 849 , 1.0
elements , 542 , 1.0
elements , 1319 , 1.0
elements , 277 , 1.0
elements , 363 , 1.0
elements , 551 , 1.0
elements , 97 , 1.0
elements , 179 , 1.0
elements , 359 , 1.0
elements , 590 , 1.0
elements , 1124 , 1.0
elements , 1072 , 1.0
elements , 1396 , 1.0
mason , 7 , 1.0
negro , 99 , 1.0
itsmethodology , 407 , 1.0
merton , 110 , 1.0
merton , 1335 , 2.0
merton , 89 , 1.0
wash , 1128 , 1.0
reproducing , 341 , 1.0
reproducing , 360 , 1.0
reproducing , 228 , 1.0
masters , 512 , 1.0
spacefor , 1203 , 1.0
concluding , 1380 , 1.0
thecomputer , 1367 , 1.0
thecomputer , 64 , 1.0
thecomputer , 159 , 1.0
interpretations , 1137 , 1.0
interpretations , 1422 , 1.0
interpretations , 29 , 1.0
interpretations , 1070 , 1.0
lyle , 928 , 1.0
lyle , 975 , 1.0
thatrole , 143 , 1.0
thatrole , 387 , 1.0
side , 418 , 1.0
side , 716 , 2.0
side , 1091 , 1.0
side , 585 , 2.0
side , 1067 , 1.0
side , 1275 , 2.0
side , 950 , 2.0
side , 942 , 2.0
side , 359 , 1.0
side , 401 , 1.0
alibrary , 1362 , 1.0
alibrary , 1318 , 1.0
alibrary , 188 , 1.0
alibrary , 592 , 1.0
alibrary , 208 , 1.0
eyeresearchers , 65 , 1.0
systemswould , 670 , 1.0
topological , 670 , 1.0
topological , 419 , 1.0
topological , 707 , 1.0
topological , 699 , 1.0
topological , 682 , 1.0
respects , 925 , 1.0
respects , 1215 , 1.0
respects , 1458 , 1.0
respects , 554 , 1.0
respects , 965 , 1.0
respects , 1399 , 1.0
regarding , 23 , 1.0
regarding , 920 , 1.0
regarding , 495 , 1.0
regarding , 1164 , 1.0
regarding , 1070 , 1.0
regarding , 902 , 1.0
regarding , 145 , 1.0
regarding , 1297 , 1.0
regarding , 1055 , 1.0
regarding , 520 , 1.0
regarding , 1162 , 1.0
regarding , 129 , 1.0
regarding , 1015 , 1.0
regarding , 161 , 1.0
conventional , 1362 , 1.0
conventional , 216 , 1.0
conventional , 963 , 1.0
conventional , 608 , 1.0
conventional , 19 , 1.0
conventional , 798 , 1.0
conventional , 227 , 1.0
conventional , 805 , 1.0
conventional , 888 , 1.0
conventional , 1137 , 1.0
conventional , 72 , 1.0
conventional , 375 , 1.0
conventional , 1371 , 1.0
conventional , 1264 , 1.0
conventional , 795 , 1.0
conventional , 376 , 1.0
conventional , 633 , 2.0
conventional , 660 , 1.0
conventional , 1180 , 1.0
projectgrew , 1042 , 1.0
euphoria , 557 , 1.0
passably , 1336 , 1.0
sensitivity , 938 , 1.0
sensitivity , 1417 , 1.0
sensitivity , 327 , 1.0
wise , 1237 , 1.0
wise , 950 , 1.0
andmore , 898 , 1.0
andmore , 952 , 1.0
andmore , 664 , 1.0
andmore , 943 , 1.0
discrete , 341 , 1.0
discrete , 500 , 1.0
discrete , 229 , 3.0
discrete , 1415 , 1.0
dangerous , 5 , 1.0
dangerous , 21 , 1.0
dangerous , 945 , 1.0
beg , 1212 , 1.0
fromothers , 602 , 1.0
regarded , 758 , 1.0
regarded , 399 , 1.0
regarded , 1028 , 1.0
regarded , 812 , 1.0
regarded , 542 , 1.0
regarded , 587 , 1.0
regarded , 513 , 1.0
registrynumber , 671 , 1.0
spelling , 1194 , 1.0
spelling , 511 , 1.0
specialtyin , 1312 , 1.0
enable , 216 , 1.0
enable , 1290 , 1.0
enable , 802 , 1.0
enable , 904 , 1.0
enable , 821 , 1.0
enable , 155 , 1.0
enable , 1069 , 1.0
enable , 348 , 1.0
enable , 704 , 1.0
enable , 560 , 1.0
enable , 167 , 1.0
enable , 254 , 2.0
theentry , 1002 , 1.0
succeed , 1429 , 2.0
succeed , 988 , 1.0
succeed , 1250 , 1.0
succeed , 939 , 1.0
collectionsize , 865 , 1.0
underway , 1357 , 1.0
underway , 408 , 1.0
underway , 185 , 1.0
execution , 662 , 1.0
execution , 227 , 1.0
execution , 213 , 1.0
execution , 1093 , 1.0
thejournal , 573 , 1.0
abstractly , 1216 , 1.0
abstractly , 1202 , 1.0
perfection , 172 , 1.0
perfection , 34 , 1.0
169 , 765 , 1.0
performanceconsiderably , 595 , 1.0
wanting , 457 , 1.0
haveconcentrated , 124 , 1.0
entirely , 34 , 1.0
entirely , 1219 , 1.0
entirely , 837 , 1.0
entirely , 317 , 1.0
entirely , 1314 , 1.0
entirely , 1051 , 1.0
entirely , 562 , 1.0
entirely , 247 , 1.0
entirely , 420 , 1.0
entirely , 797 , 1.0
entirely , 711 , 1.0
senator , 1232 , 1.0
forsuch , 228 , 1.0
coverages , 776 , 1.0
homes , 400 , 1.0
homes , 264 , 1.0
ascertained , 217 , 1.0
ascertained , 963 , 1.0
specialbibliographies , 1098 , 1.0
summarized , 223 , 1.0
summarized , 732 , 1.0
summarized , 848 , 1.0
summarized , 30 , 1.0
summarized , 700 , 1.0
summarized , 1144 , 1.0
summarized , 1000 , 1.0
summarized , 1311 , 1.0
summarized , 749 , 1.0
mission , 970 , 1.0
routine , 242 , 1.0
routine , 352 , 1.0
routine , 1221 , 1.0
routine , 150 , 1.0
undimensional , 610 , 1.0
thelinear , 569 , 1.0
thelinear , 1040 , 1.0
pre , 817 , 1.0
pre , 598 , 1.0
pre , 798 , 1.0
pre , 22 , 1.0
pre , 274 , 1.0
pre , 1052 , 1.0
pre , 259 , 1.0
pre , 1335 , 1.0
pre , 820 , 1.0
pre , 1448 , 1.0
pre , 600 , 2.0
pre , 371 , 1.0
pre , 1434 , 1.0
compound , 1261 , 1.0
compound , 668 , 1.0
compound , 1215 , 1.0
compound , 1286 , 1.0
compound , 694 , 1.0
compound , 600 , 2.0
compound , 1414 , 1.0
compound , 838 , 1.0
compound , 569 , 2.0
compound , 700 , 1.0
compound , 669 , 1.0
compound , 671 , 1.0
accountthe , 594 , 1.0
becomesa , 905 , 1.0
simplifiedconcept , 461 , 1.0
displayformat , 593 , 1.0
ofproblems , 1025 , 1.0
credibility , 1335 , 1.0
ofvarious , 1105 , 1.0
1401 , 851 , 1.0
1401 , 848 , 1.0
1401 , 834 , 1.0
measure , 515 , 2.0
measure , 113 , 2.0
measure , 563 , 1.0
measure , 444 , 1.0
measure , 302 , 1.0
measure , 73 , 1.0
measure , 519 , 3.0
measure , 649 , 1.0
measure , 806 , 2.0
measure , 523 , 2.0
measure , 829 , 1.0
measure , 955 , 1.0
measure , 295 , 1.0
measure , 486 , 1.0
measure , 470 , 1.0
measure , 61 , 3.0
measure , 217 , 1.0
measure , 296 , 1.0
measure , 155 , 1.0
measure , 1404 , 1.0
measure , 665 , 1.0
measure , 634 , 3.0
measure , 522 , 1.0
measure , 718 , 1.0
measure , 1307 , 1.0
measure , 1282 , 1.0
measure , 57 , 1.0
measure , 292 , 1.0
measure , 1234 , 1.0
measure , 923 , 2.0
measure , 1417 , 1.0
measure , 636 , 1.0
measure , 1309 , 1.0
measure , 300 , 1.0
measure , 785 , 1.0
measure , 625 , 3.0
measure , 1450 , 1.0
measure , 275 , 1.0
measure , 1047 , 1.0
measure , 1418 , 1.0
measure , 210 , 1.0
measure , 894 , 1.0
measure , 1292 , 1.0
measure , 81 , 1.0
measure , 652 , 1.0
measure , 277 , 1.0
measure , 558 , 1.0
measure , 1049 , 1.0
measure , 1274 , 2.0
measure , 660 , 1.0
measure , 485 , 1.0
measure , 1094 , 1.0
measure , 755 , 1.0
measure , 420 , 1.0
measure , 74 , 1.0
measure , 566 , 3.0
measure , 610 , 1.0
measure , 229 , 1.0
measure , 766 , 1.0
theinterest , 350 , 1.0
health , 169 , 1.0
health , 216 , 5.0
health , 1249 , 2.0
health , 415 , 1.0
health , 1071 , 1.0
health , 186 , 6.0
health , 123 , 1.0
health , 949 , 1.0
health , 350 , 1.0
health , 199 , 1.0
health , 188 , 1.0
health , 185 , 2.0
health , 221 , 1.0
health , 264 , 1.0
health , 1455 , 1.0
health , 694 , 1.0
health , 195 , 1.0
health , 452 , 1.0
health , 187 , 5.0
health , 395 , 1.0
health , 220 , 1.0
health , 331 , 1.0
120 , 102 , 1.0
generalclassification , 335 , 1.0
downstate , 183 , 1.0
morefully , 14 , 1.0
panel , 949 , 1.0
panel , 826 , 1.0
panel , 79 , 1.0
savings , 728 , 1.0
savings , 228 , 1.0
savings , 792 , 1.0
savings , 1417 , 1.0
savings , 1353 , 1.0
savings , 1072 , 1.0
sincethe , 1432 , 1.0
sincethe , 1391 , 1.0
stating , 1395 , 1.0
stating , 1119 , 1.0
stating , 795 , 1.0
quality , 113 , 4.0
quality , 12 , 1.0
quality , 89 , 3.0
quality , 418 , 1.0
quality , 1176 , 1.0
quality , 104 , 2.0
quality , 303 , 1.0
quality , 1298 , 1.0
quality , 884 , 1.0
quality , 177 , 1.0
quality , 1350 , 1.0
quality , 661 , 2.0
quality , 426 , 1.0
quality , 350 , 1.0
quality , 718 , 1.0
quality , 1419 , 1.0
quality , 82 , 3.0
quality , 1048 , 1.0
quality , 658 , 1.0
quality , 102 , 3.0
quality , 1062 , 3.0
quality , 571 , 3.0
quality , 641 , 1.0
quality , 894 , 1.0
quality , 1005 , 1.0
quality , 81 , 2.0
quality , 1347 , 2.0
quality , 506 , 1.0
quality , 1049 , 3.0
quality , 1337 , 1.0
quality , 835 , 1.0
quality , 1344 , 1.0
quality , 1124 , 1.0
quality , 63 , 1.0
quality , 52 , 1.0
quality , 1359 , 1.0
cataloguesshould , 913 , 1.0
trustees , 1049 , 1.0
committees , 541 , 1.0
theappendix , 6 , 1.0
authorof , 259 , 1.0
theselibraries , 217 , 1.0
clinicians , 202 , 1.0
shouldarouse , 1240 , 1.0
adapt , 896 , 1.0
adapt , 401 , 2.0
hastings , 251 , 1.0
researcher , 1227 , 1.0
researcher , 1250 , 1.0
researcher , 291 , 1.0
researcher , 212 , 1.0
researcher , 398 , 1.0
researcher , 403 , 2.0
researcher , 592 , 1.0
researcher , 1251 , 1.0
researcher , 656 , 6.0
researcher , 1403 , 1.0
zaltman , 544 , 1.0
technicalliteratures , 793 , 1.0
firms , 227 , 1.0
firms , 1407 , 1.0
firms , 1336 , 1.0
firms , 683 , 1.0
firms , 1449 , 1.0
firms , 376 , 1.0
firms , 976 , 1.0
firms , 893 , 1.0
firms , 1402 , 1.0
meansthat , 368 , 1.0
economy , 1406 , 1.0
economy , 262 , 1.0
economy , 899 , 2.0
economy , 932 , 1.0
economy , 281 , 1.0
economy , 348 , 1.0
economy , 391 , 2.0
economy , 368 , 1.0
economy , 594 , 1.0
economy , 369 , 1.0
economy , 355 , 1.0
ofqualitative , 453 , 1.0
futile , 525 , 1.0
relatingeach , 320 , 1.0
brhavior , 118 , 1.0
applyinga , 1061 , 1.0
xn , 443 , 2.0
relationbetween , 636 , 1.0
excessservice , 267 , 1.0
alternatives , 1080 , 1.0
alternatives , 606 , 1.0
alternatives , 500 , 1.0
alternatives , 339 , 1.0
alternatives , 386 , 1.0
alternatives , 575 , 1.0
alternatives , 1000 , 1.0
alternatives , 449 , 1.0
articlesare , 722 , 1.0
butlibrarians , 323 , 1.0
thepicatinny , 153 , 1.0
proposes , 447 , 1.0
proposes , 1115 , 1.0
proposes , 48 , 1.0
proposes , 130 , 1.0
proposes , 1231 , 1.0
apprenticeship , 8 , 1.0
estimating , 727 , 1.0
estimating , 631 , 1.0
estimating , 792 , 1.0
estimating , 1418 , 1.0
estimating , 266 , 1.0
estimating , 722 , 1.0
abouteach , 661 , 1.0
monitoredby , 622 , 1.0
userof , 1442 , 1.0
uponan , 614 , 1.0
economically , 1080 , 1.0
economically , 262 , 1.0
economically , 336 , 1.0
economically , 495 , 1.0
economically , 144 , 1.0
economically , 490 , 1.0
economically , 517 , 1.0
messages , 665 , 2.0
messages , 228 , 2.0
messages , 386 , 1.0
messages , 1199 , 1.0
messages , 229 , 2.0
providedrelationships , 365 , 1.0
whichasca , 676 , 1.0
andhaving , 1235 , 1.0
preliminaryinvestigations , 1357 , 1.0
topical , 1158 , 1.0
comprehension , 320 , 1.0
journalhousing , 721 , 1.0
separatedinto , 1170 , 1.0
formachine , 1043 , 1.0
regardless , 1001 , 1.0
regardless , 475 , 1.0
regardless , 1091 , 1.0
regardless , 784 , 1.0
regardless , 285 , 1.0
regardless , 64 , 1.0
regardless , 849 , 1.0
moreover , 515 , 1.0
moreover , 458 , 1.0
moreover , 197 , 1.0
moreover , 939 , 1.0
moreover , 606 , 1.0
moreover , 538 , 1.0
moreover , 1066 , 1.0
moreover , 575 , 1.0
moreover , 1016 , 1.0
moreover , 401 , 1.0
moreover , 200 , 1.0
application , 310 , 1.0
application , 158 , 1.0
application , 616 , 1.0
application , 19 , 1.0
application , 62 , 2.0
application , 128 , 1.0
application , 798 , 1.0
application , 1082 , 1.0
application , 721 , 1.0
application , 1160 , 1.0
application , 396 , 1.0
application , 141 , 2.0
application , 132 , 1.0
application , 936 , 1.0
application , 679 , 1.0
application , 437 , 1.0
application , 441 , 1.0
application , 899 , 1.0
application , 16 , 1.0
application , 1164 , 1.0
application , 1421 , 1.0
application , 159 , 1.0
application , 703 , 1.0
application , 890 , 1.0
application , 263 , 1.0
application , 498 , 2.0
application , 1085 , 1.0
application , 408 , 1.0
application , 561 , 1.0
application , 1411 , 1.0
application , 479 , 1.0
application , 1024 , 1.0
application , 1365 , 1.0
application , 428 , 1.0
application , 106 , 1.0
application , 1360 , 1.0
application , 737 , 1.0
application , 409 , 1.0
application , 17 , 1.0
application , 771 , 1.0
application , 1185 , 1.0
application , 47 , 1.0
application , 647 , 1.0
application , 521 , 1.0
application , 391 , 2.0
application , 278 , 1.0
application , 528 , 1.0
application , 195 , 1.0
application , 1047 , 1.0
application , 630 , 1.0
application , 767 , 1.0
application , 809 , 2.0
application , 1010 , 1.0
application , 266 , 1.0
application , 1292 , 1.0
application , 371 , 1.0
application , 1044 , 1.0
application , 304 , 1.0
application , 562 , 1.0
application , 748 , 1.0
application , 835 , 2.0
application , 637 , 1.0
application , 125 , 1.0
application , 1162 , 1.0
application , 982 , 1.0
application , 818 , 1.0
application , 1016 , 2.0
application , 1231 , 1.0
application , 797 , 1.0
application , 700 , 1.0
application , 852 , 1.0
application , 172 , 1.0
application , 1359 , 1.0
disseminations , 513 , 1.0
passthis , 142 , 1.0
please , 156 , 1.0
facie , 1090 , 1.0
proposesthat , 989 , 1.0
metallic , 401 , 1.0
metallic , 1261 , 1.0
actuallycomprehend , 320 , 1.0
copyright , 724 , 3.0
copyright , 1248 , 2.0
copyright , 1023 , 1.0
copyright , 126 , 1.0
copyright , 1438 , 2.0
copyright , 1306 , 1.0
copyright , 91 , 1.0
whichinclude , 600 , 1.0
sufficientlyaware , 357 , 1.0
153 , 127 , 1.0
anobjective , 90 , 1.0
anobjective , 1449 , 1.0
interesting , 1027 , 1.0
interesting , 545 , 1.0
interesting , 138 , 1.0
interesting , 1443 , 1.0
interesting , 694 , 1.0
interesting , 1255 , 1.0
interesting , 247 , 1.0
interesting , 1054 , 1.0
interesting , 654 , 1.0
interesting , 1322 , 1.0
russel , 761 , 1.0
register , 1436 , 1.0
whichthese , 152 , 1.0
whichthese , 265 , 1.0
coherentset , 349 , 1.0
largelydomiciled , 1216 , 1.0
same19 , 610 , 1.0
acceptanceand , 1210 , 1.0
constant , 519 , 1.0
constant , 1216 , 1.0
constant , 351 , 1.0
constant , 750 , 2.0
constant , 784 , 1.0
constant , 747 , 1.0
constant , 173 , 1.0
constant , 405 , 1.0
constant , 791 , 1.0
constant , 1347 , 1.0
constant , 1338 , 1.0
constant , 1090 , 1.0
constant , 1311 , 1.0
 , 710 , 1.0
 , 205 , 1.0
 , 45 , 1.0
 , 515 , 1.0
 , 1210 , 1.0
 , 574 , 1.0
 , 977 , 1.0
 , 1262 , 1.0
 , 1446 , 1.0
 , 858 , 1.0
 , 1441 , 1.0
 , 98 , 1.0
 , 619 , 1.0
 , 507 , 1.0
 , 34 , 1.0
 , 563 , 1.0
 , 381 , 1.0
 , 1182 , 1.0
 , 874 , 1.0
 , 455 , 1.0
 , 1383 , 1.0
 , 624 , 1.0
 , 67 , 1.0
 , 388 , 1.0
 , 974 , 1.0
 , 310 , 1.0
 , 169 , 1.0
 , 1362 , 1.0
 , 444 , 1.0
 , 817 , 1.0
 , 1401 , 1.0
 , 120 , 1.0
 , 193 , 1.0
 , 713 , 1.0
 , 302 , 1.0
 , 1394 , 1.0
 , 153 , 1.0
 , 1389 , 1.0
 , 844 , 1.0
 , 335 , 1.0
 , 885 , 1.0
 , 735 , 1.0
 , 664 , 1.0
 , 93 , 1.0
 , 158 , 1.0
 , 1406 , 1.0
 , 458 , 1.0
 , 142 , 1.0
 , 1452 , 1.0
 , 997 , 1.0
 , 182 , 1.0
 , 147 , 1.0
 , 686 , 1.0
 , 616 , 1.0
 , 589 , 1.0
 , 544 , 1.0
 , 436 , 1.0
 , 1424 , 1.0
 , 862 , 1.0
 , 1227 , 1.0
 , 836 , 1.0
 , 697 , 1.0
 , 777 , 1.0
 , 12 , 1.0
 , 1101 , 1.0
 , 223 , 1.0
 , 541 , 1.0
 , 66 , 1.0
 , 822 , 1.0
 , 1278 , 1.0
 , 1193 , 1.0
 , 216 , 1.0
 , 89 , 1.0
 , 51 , 1.0
 , 963 , 1.0
 , 768 , 1.0
 , 925 , 1.0
 , 1238 , 1.0
 , 608 , 1.0
 , 124 , 1.0
 , 84 , 1.0
 , 833 , 1.0
 , 638 , 1.0
 , 1123 , 1.0
 , 8 , 1.0
 , 689 , 1.0
 , 400 , 1.0
 , 73 , 1.0
 , 1390 , 1.0
 , 941 , 1.0
 , 1412 , 1.0
 , 411 , 1.0
 , 620 , 1.0
 , 1035 , 1.0
 , 307 , 1.0
 , 981 , 1.0
 , 1339 , 1.0
 , 678 , 1.0
 , 501 , 1.0
 , 519 , 1.0
 , 276 , 1.0
 , 1086 , 1.0
 , 1430 , 1.0
 , 164 , 1.0
 , 170 , 1.0
 , 1108 , 1.0
 , 425 , 1.0
 , 813 , 1.0
 , 1351 , 1.0
 , 78 , 1.0
 , 1172 , 1.0
 , 881 , 1.0
 , 526 , 1.0
 , 1249 , 1.0
 , 1435 , 1.0
 , 794 , 1.0
 , 649 , 1.0
 , 675 , 1.0
 , 993 , 1.0
 , 447 , 1.0
 , 952 , 1.0
 , 461 , 1.0
 , 324 , 1.0
 , 1147 , 1.0
 , 1198 , 1.0
 , 1420 , 1.0
 , 332 , 1.0
 , 175 , 1.0
 , 19 , 1.0
 , 313 , 1.0
 , 918 , 1.0
 , 1289 , 1.0
 , 724 , 1.0
 , 1216 , 1.0
 , 265 , 1.0
 , 1208 , 1.0
 , 806 , 1.0
 , 1329 , 1.0
 , 100 , 1.0
 , 732 , 1.0
 , 847 , 1.0
 , 433 , 1.0
 , 62 , 1.0
 , 552 , 1.0
 , 321 , 1.0
 , 1235 , 1.0
 , 580 , 1.0
 , 929 , 1.0
 , 1340 , 1.0
 , 537 , 1.0
 , 135 , 1.0
 , 896 , 1.0
 , 128 , 1.0
 , 4 , 1.0
 , 1250 , 1.0
 , 869 , 1.0
 , 121 , 1.0
 , 343 , 1.0
 , 404 , 1.0
 , 523 , 1.0
 , 829 , 1.0
 , 88 , 1.0
 , 1328 , 1.0
 , 598 , 1.0
 , 1131 , 1.0
 , 421 , 1.0
 , 702 , 1.0
 , 450 , 1.0
 , 1003 , 1.0
 , 1001 , 1.0
 , 77 , 1.0
 , 415 , 1.0
 , 40 , 1.0
 , 770 , 1.0
 , 1261 , 1.0
 , 534 , 1.0
 , 1171 , 1.0
 , 955 , 1.0
 , 985 , 1.0
 , 593 , 1.0
 , 674 , 1.0
 , 1290 , 1.0
 , 1213 , 1.0
 , 318 , 1.0
 , 378 , 1.0
 , 798 , 1.0
 , 418 , 1.0
 , 1082 , 1.0
 , 373 , 1.0
 , 110 , 1.0
 , 1299 , 1.0
 , 762 , 1.0
 , 1042 , 1.0
 , 1006 , 1.0
 , 469 , 1.0
 , 758 , 1.0
 , 1104 , 1.0
 , 990 , 1.0
 , 721 , 1.0
 , 1219 , 1.0
 , 1221 , 1.0
 , 783 , 1.0
 , 1259 , 1.0
 , 1176 , 1.0
 , 1431 , 1.0
 , 604 , 1.0
 , 284 , 1.0
 , 1060 , 1.0
 , 1115 , 1.0
 , 1317 , 1.0
 , 504 , 1.0
 , 475 , 1.0
 , 931 , 1.0
 , 295 , 1.0
 , 944 , 1.0
 , 914 , 1.0
 , 1194 , 1.0
 , 716 , 1.0
 , 1020 , 1.0
 , 320 , 1.0
 , 1202 , 1.0
 , 1012 , 1.0
 , 743 , 1.0
 , 1078 , 1.0
 , 1080 , 1.0
 , 681 , 1.0
 , 717 , 1.0
 , 1205 , 1.0
 , 1031 , 1.0
 , 481 , 1.0
 , 1453 , 1.0
 , 15 , 1.0
 , 549 , 1.0
 , 269 , 1.0
 , 920 , 1.0
 , 1027 , 1.0
 , 1154 , 1.0
 , 1120 , 1.0
 , 486 , 1.0
 , 1232 , 1.0
 , 11 , 1.0
 , 104 , 1.0
 , 1134 , 1.0
 , 892 , 1.0
 , 1272 , 1.0
 , 851 , 1.0
 , 396 , 1.0
 , 90 , 1.0
 , 556 , 1.0
 , 1284 , 1.0
 , 1091 , 1.0
 , 9 , 1.0
 , 141 , 1.0
 , 139 , 1.0
 , 1071 , 1.0
 , 1126 , 1.0
 , 181 , 1.0
 , 802 , 1.0
 , 1312 , 1.0
 , 1295 , 1.0
 , 870 , 1.0
 , 746 , 1.0
 , 751 , 1.0
 , 1112 , 1.0
 , 1254 , 1.0
 , 201 , 1.0
 , 706 , 1.0
 , 44 , 1.0
 , 825 , 1.0
 , 1397 , 1.0
 , 236 , 1.0
 , 959 , 1.0
 , 385 , 1.0
 , 1294 , 1.0
 , 578 , 1.0
 , 1273 , 1.0
 , 33 , 1.0
 , 1334 , 1.0
 , 117 , 1.0
 , 904 , 1.0
 , 273 , 1.0
 , 908 , 1.0
 , 1118 , 1.0
 , 567 , 1.0
 , 650 , 1.0
 , 497 , 1.0
 , 197 , 1.0
 , 966 , 1.0
 , 492 , 1.0
 , 346 , 1.0
 , 670 , 1.0
 , 613 , 1.0
 , 280 , 1.0
 , 1323 , 1.0
 , 1442 , 1.0
 , 840 , 1.0
 , 919 , 1.0
 , 1093 , 1.0
 , 739 , 1.0
 , 936 , 1.0
 , 1373 , 1.0
 , 787 , 1.0
 , 287 , 1.0
 , 668 , 1.0
 , 454 , 1.0
 , 1053 , 1.0
 , 1183 , 1.0
 , 1283 , 1.0
 , 627 , 1.0
 , 466 , 1.0
 , 351 , 1.0
 , 585 , 1.0
 , 692 , 1.0
 , 407 , 1.0
 , 1143 , 1.0
 , 291 , 1.0
 , 948 , 1.0
 , 1301 , 1.0
 , 866 , 1.0
 , 262 , 1.0
 , 470 , 1.0
 , 1129 , 1.0
 , 298 , 1.0
 , 1150 , 1.0
 , 186 , 1.0
 , 769 , 1.0
 , 1243 , 1.0
 , 227 , 1.0
 , 1257 , 1.0
 , 250 , 1.0
 , 399 , 1.0
 , 773 , 1.0
 , 392 , 1.0
 , 855 , 1.0
 , 588 , 1.0
 , 22 , 1.0
 , 56 , 1.0
 , 329 , 1.0
 , 727 , 1.0
 , 988 , 1.0
 , 212 , 1.0
 , 512 , 1.0
 , 602 , 1.0
 , 393 , 1.0
 , 1089 , 1.0
 , 163 , 1.0
 , 1346 , 1.0
 , 224 , 1.0
 , 1057 , 1.0
 , 821 , 1.0
 , 1017 , 1.0
 , 1192 , 1.0
 , 303 , 1.0
 , 1298 , 1.0
 , 134 , 1.0
 , 884 , 1.0
 , 1039 , 1.0
 , 843 , 1.0
 , 244 , 1.0
 , 962 , 1.0
 , 50 , 1.0
 , 895 , 1.0
 , 1407 , 1.0
 , 1268 , 1.0
 , 679 , 1.0
 , 460 , 1.0
 , 123 , 1.0
 , 390 , 1.0
 , 750 , 1.0
 , 639 , 1.0
 , 617 , 1.0
 , 1226 , 1.0
 , 174 , 1.0
 , 410 , 1.0
 , 1181 , 1.0
 , 361 , 1.0
 , 382 , 1.0
 , 429 , 1.0
 , 907 , 1.0
 , 68 , 1.0
 , 242 , 1.0
 , 623 , 1.0
 , 1384 , 1.0
 , 1215 , 1.0
 , 166 , 1.0
 , 1223 , 1.0
 , 61 , 1.0
 , 776 , 1.0
 , 107 , 1.0
 , 491 , 1.0
 , 928 , 1.0
 , 765 , 1.0
 , 356 , 1.0
 , 646 , 1.0
 , 1287 , 1.0
 , 1395 , 1.0
 , 217 , 1.0
 , 336 , 1.0
 , 1427 , 1.0
 , 736 , 1.0
 , 328 , 1.0
 , 939 , 1.0
 , 657 , 1.0
 , 509 , 1.0
 , 46 , 1.0
 , 206 , 1.0
